UF,Estado,Localidade,Faixa de CEP,CEP Inicial,CEP Final,Situação,Tipo de Faixa
BA,Bahia,Itaquara,45340-000 a 45344-999,45340000,45344999,Não codificada por logradouros,Total do município
BA,Bahia,Itarantim,45780-000 a 45789-999,45780000,45789999,Não codificada por logradouros,Total do município
BA,Bahia,Itatim,46875-000 a 46879-999,46875000,46879999,Não codificada por logradouros,Total do município
BA,Bahia,Itiruçu,45350-000 a 45354-999,45350000,45354999,Não codificada por logradouros,Total do município
BA,Bahia,Itiúba,48850-000 a 48859-999,48850000,48859999,Não codificada por logradouros,Total do município
BA,Bahia,Itororó,45710-000 a 45719-999,45710000,45719999,Não codificada por logradouros,Total do município
BA,Bahia,Ituaçu,46640-000 a 46649-999,46640000,46649999,Não codificada por logradouros,Total do município
BA,Bahia,Ituberá,45435-000 a 45435-999,45435000,45435999,Não codificada por logradouros,Total do município
BA,Bahia,Iuiu,46438-000 a 46439-999,46438000,46439999,Não codificada por logradouros,Total do município
BA,Bahia,Jaborandi,47655-000 a 47664-999,47655000,47664999,Não codificada por logradouros,Total do município
BA,Bahia,Jacaraci,46310-000 a 46329-999,46310000,46329999,Não codificada por logradouros,Total do município
BA,Bahia,Jacobina,44700-000 a 44709-999,44700000,44709999,Não codificada por logradouros,Total do município
BA,Bahia,Jaguaquara,45345-000 a 45349-999,45345000,45349999,Não codificada por logradouros,Total do município
BA,Bahia,Jaguarari,48960-000 a 48969-999,48960000,48969999,Não codificada por logradouros,Total do município
BA,Bahia,Jaguaripe,44480-000 a 44489-999,44480000,44489999,Não codificada por logradouros,Total do município
BA,Bahia,Jandaíra,48310-000 a 48329-999,48310000,48329999,Não codificada por logradouros,Total do município
BA,Bahia,Jequié,45200-001 a 45214-999,45200001,45214999,Codificado por logradouros,Total do município
BA,Bahia,Jequié,45200-001 a 45211-999,45200001,45211999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Jeremoabo,48540-000 a 48564-999,48540000,48564999,Não codificada por logradouros,Total do município
BA,Bahia,Jiquiriçá,45470-000 a 45479-999,45470000,45479999,Não codificada por logradouros,Total do município
BA,Bahia,Jitaúna,45225-000 a 45229-999,45225000,45229999,Não codificada por logradouros,Total do município
BA,Bahia,João Dourado,44920-000 a 44924-999,44920000,44924999,Não codificada por logradouros,Total do município
BA,Bahia,Juazeiro,48900-001 a 48924-999,48900001,48924999,Codificado por logradouros,Total do município
BA,Bahia,Juazeiro,48900-001 a 48920-999,48900001,48920999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Jucuruçu,45834-000 a 45835-999,45834000,45835999,Não codificada por logradouros,Total do município
BA,Bahia,Jussara,44925-000 a 44929-999,44925000,44929999,Não codificada por logradouros,Total do município
BA,Bahia,Jussari,45622-000 a 45624-999,45622000,45624999,Não codificada por logradouros,Total do município
BA,Bahia,Jussiape,46670-000 a 46689-999,46670000,46689999,Não codificada por logradouros,Total do município
BA,Bahia,Lafaiete Coutinho,45215-000 a 45219-999,45215000,45219999,Não codificada por logradouros,Total do município
BA,Bahia,Lagoa Real,46425-000 a 46429-999,46425000,46429999,Não codificada por logradouros,Total do município
BA,Bahia,Laje,45490-000 a 45499-999,45490000,45499999,Não codificada por logradouros,Total do município
BA,Bahia,Lajedão,45950-000 a 45954-999,45950000,45954999,Não codificada por logradouros,Total do município
BA,Bahia,Lajedinho,46825-000 a 46829-999,46825000,46829999,Não codificada por logradouros,Total do município
BA,Bahia,Lajedo do Tabocal,45365-000 a 45369-999,45365000,45369999,Não codificada por logradouros,Total do município
BA,Bahia,Lamarão,48720-000 a 48724-999,48720000,48724999,Não codificada por logradouros,Total do município
BA,Bahia,Lapão,44905-000 a 44909-999,44905000,44909999,Não codificada por logradouros,Total do município
BA,Bahia,Lauro de Freitas,42700-001 a 42799-999,42700001,42799999,Codificado por logradouros,Total do município
BA,Bahia,Lauro de Freitas,42700-001 a 42749-999,42700001,42749999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Lençóis,46960-000 a 46969-999,46960000,46969999,Não codificada por logradouros,Total do município
BA,Bahia,Licínio de Almeida,46330-000 a 46349-999,46330000,46349999,Não codificada por logradouros,Total do município
BA,Bahia,Livramento de Nossa Senhora,46140-000 a 46164-999,46140000,46164999,Não codificada por logradouros,Total do município
BA,Bahia,Luís Eduardo Magalhães,47850-000 a 47859-999,47850000,47859999,Não codificada por logradouros,Total do município
BA,Bahia,Macajuba,46805-000 a 46809-999,46805000,46809999,Não codificada por logradouros,Total do município
BA,Bahia,Macarani,45760-000 a 45769-999,45760000,45769999,Não codificada por logradouros,Total do município
BA,Bahia,Macaúbas,46500-000 a 46529-999,46500000,46529999,Não codificada por logradouros,Total do município
BA,Bahia,Macururé,48650-000 a 48659-999,48650000,48659999,Não codificada por logradouros,Total do município
BA,Bahia,Madre de Deus,42600-000 a 42699-999,42600000,42699999,Não codificada por logradouros,Total do município
BA,Bahia,Maetinga,46255-000 a 46269-999,46255000,46269999,Não codificada por logradouros,Total do município
BA,Bahia,Maiquinique,45770-000 a 45779-999,45770000,45779999,Não codificada por logradouros,Total do município
BA,Bahia,Mairi,44630-000 a 44634-999,44630000,44634999,Não codificada por logradouros,Total do município
BA,Bahia,Malhada,46440-000 a 46444-999,46440000,46444999,Não codificada por logradouros,Total do município
BA,Bahia,Malhada de Pedras,46110-000 a 46129-999,46110000,46129999,Não codificada por logradouros,Total do município
BA,Bahia,Manoel Vitorino,45240-000 a 45249-999,45240000,45249999,Não codificada por logradouros,Total do município
BA,Bahia,Mansidão,47160-000 a 47199-999,47160000,47199999,Não codificada por logradouros,Total do município
BA,Bahia,Maracás,45360-000 a 45364-999,45360000,45364999,Não codificada por logradouros,Total do município
BA,Bahia,Maragogipe,44420-000 a 44449-999,44420000,44449999,Não codificada por logradouros,Total do município
BA,Bahia,Maraú,45520-000 a 45529-999,45520000,45529999,Não codificada por logradouros,Total do município
BA,Bahia,Marcionílio Souza,46780-000 a 46789-999,46780000,46789999,Não codificada por logradouros,Total do município
BA,Bahia,Mascote,45870-000 a 45879-999,45870000,45879999,Não codificada por logradouros,Total do município
BA,Bahia,Mata de São João,48280-000 a 48289-999,48280000,48289999,Não codificada por logradouros,Total do município
BA,Bahia,Matina,46480-000 a 46489-999,46480000,46489999,Não codificada por logradouros,Total do município
BA,Bahia,Medeiros Neto,45960-000 a 45969-999,45960000,45969999,Não codificada por logradouros,Total do município
BA,Bahia,Miguel Calmon,44720-000 a 44729-999,44720000,44729999,Não codificada por logradouros,Total do município
BA,Bahia,Milagres,45315-000 a 45319-999,45315000,45319999,Não codificada por logradouros,Total do município
BA,Bahia,Mirangaba,44745-000 a 44749-999,44745000,44749999,Não codificada por logradouros,Total do município
BA,Bahia,Mirante,45255-000 a 45259-999,45255000,45259999,Não codificada por logradouros,Total do município
BA,Bahia,Monte Santo,48800-000 a 48829-999,48800000,48829999,Não codificada por logradouros,Total do município
BA,Bahia,Morpará,47580-000 a 47589-999,47580000,47589999,Não codificada por logradouros,Total do município
BA,Bahia,Morro do Chapéu,44850-000 a 44879-999,44850000,44879999,Não codificada por logradouros,Total do município
BA,Bahia,Mortugaba,46290-000 a 46299-999,46290000,46299999,Não codificada por logradouros,Total do município
BA,Bahia,Mucugê,46750-000 a 46759-999,46750000,46759999,Não codificada por logradouros,Total do município
BA,Bahia,Mucuri,45930-000 a 45939-999,45930000,45939999,Não codificada por logradouros,Total do município
BA,Bahia,Mulungu do Morro,44885-000 a 44889-999,44885000,44889999,Não codificada por logradouros,Total do município
BA,Bahia,Mundo Novo,44800-000 a 44829-999,44800000,44829999,Não codificada por logradouros,Total do município
BA,Bahia,Muniz Ferreira,44575-000 a 44579-999,44575000,44579999,Não codificada por logradouros,Total do município
BA,Bahia,Muquém de São Francisco,47115-000 a 47119-999,47115000,47119999,Não codificada por logradouros,Total do município
BA,Bahia,Muritiba,44340-000 a 44344-999,44340000,44344999,Não codificada por logradouros,Total do município
BA,Bahia,Mutuípe,45480-000 a 45489-999,45480000,45489999,Não codificada por logradouros,Total do município
BA,Bahia,Nazaré,44400-000 a 44419-999,44400000,44419999,Não codificada por logradouros,Total do município
BA,Bahia,Nilo Peçanha,45440-000 a 45442-999,45440000,45442999,Não codificada por logradouros,Total do município
BA,Bahia,Nordestina,48870-000 a 48879-999,48870000,48879999,Não codificada por logradouros,Total do município
BA,Bahia,Nova Canaã,45270-000 a 45279-999,45270000,45279999,Não codificada por logradouros,Total do município
BA,Bahia,Nova Fátima,44642-000 a 44644-999,44642000,44644999,Não codificada por logradouros,Total do município
BA,Bahia,Nova Ibiá,45452-000 a 45454-999,45452000,45454999,Não codificada por logradouros,Total do município
BA,Bahia,Nova Itarana,45390-000 a 45399-999,45390000,45399999,Não codificada por logradouros,Total do município
BA,Bahia,Nova Redenção,46835-000 a 46839-999,46835000,46839999,Não codificada por logradouros,Total do município
BA,Bahia,Nova Soure,48460-000 a 48469-999,48460000,48469999,Não codificada por logradouros,Total do município
BA,Bahia,Nova Viçosa,45920-000 a 45929-999,45920000,45929999,Não codificada por logradouros,Total do município
BA,Bahia,Novo Horizonte,46730-000 a 46739-999,46730000,46739999,Não codificada por logradouros,Total do município
BA,Bahia,Novo Triunfo,48455-000 a 48459-999,48455000,48459999,Não codificada por logradouros,Total do município
BA,Bahia,Olindina,48470-000 a 48474-999,48470000,48474999,Não codificada por logradouros,Total do município
BA,Bahia,Oliveira dos Brejinhos,47530-000 a 47559-999,47530000,47559999,Não codificada por logradouros,Total do município
BA,Bahia,Ouriçangas,48150-000 a 48169-999,48150000,48169999,Não codificada por logradouros,Total do município
BA,Bahia,Ourolândia,44718-000 a 44719-999,44718000,44719999,Não codificada por logradouros,Total do município
BA,Bahia,Palmas de Monte Alto,46460-000 a 46469-999,46460000,46469999,Não codificada por logradouros,Total do município
BA,Bahia,Palmeiras,46930-000 a 46959-999,46930000,46959999,Não codificada por logradouros,Total do município
BA,Bahia,Paramirim,46190-000 a 46199-999,46190000,46199999,Não codificada por logradouros,Total do município
BA,Bahia,Paratinga,47500-000 a 47519-999,47500000,47519999,Não codificada por logradouros,Total do município
BA,Bahia,Paripiranga,48430-000 a 48434-999,48430000,48434999,Não codificada por logradouros,Total do município
BA,Bahia,Pau Brasil,45890-000 a 45899-999,45890000,45899999,Não codificada por logradouros,Total do município
BA,Bahia,Paulo Afonso,48600-001 a 48619-999,48600001,48619999,Codificado por logradouros,Total do município
BA,Bahia,Paulo Afonso,48600-001 a 48619-999,48600001,48619999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Pé de Serra,44655-000 a 44659-999,44655000,44659999,Não codificada por logradouros,Total do município
BA,Bahia,Pedrão,48140-000 a 48149-999,48140000,48149999,Não codificada por logradouros,Total do município
BA,Bahia,Pedro Alexandre,48580-000 a 48589-999,48580000,48589999,Não codificada por logradouros,Total do município
BA,Bahia,Piatã,46765-000 a 46769-999,46765000,46769999,Não codificada por logradouros,Total do município
BA,Bahia,Pilão Arcado,47240-000 a 47299-999,47240000,47299999,Não codificada por logradouros,Total do município
BA,Bahia,Pindaí,46360-000 a 46379-999,46360000,46379999,Não codificada por logradouros,Total do município
BA,Bahia,Pindobaçu,44770-000 a 44774-999,44770000,44774999,Não codificada por logradouros,Total do município
BA,Bahia,Pintadas,44610-000 a 44619-999,44610000,44619999,Não codificada por logradouros,Total do município
BA,Bahia,Piraí do Norte,45436-000 a 45439-999,45436000,45439999,Não codificada por logradouros,Total do município
BA,Bahia,Piripá,46270-000 a 46279-999,46270000,46279999,Não codificada por logradouros,Total do município
BA,Bahia,Piritiba,44830-000 a 44839-999,44830000,44839999,Não codificada por logradouros,Total do município
BA,Bahia,Planaltino,45375-000 a 45389-999,45375000,45389999,Não codificada por logradouros,Total do município
BA,Bahia,Planalto,45190-000 a 45199-999,45190000,45199999,Não codificada por logradouros,Total do município
BA,Bahia,Poções,45260-000 a 45262-999,45260000,45262999,Não codificada por logradouros,Total do município
BA,Bahia,Pojuca,48120-000 a 48129-999,48120000,48129999,Não codificada por logradouros,Total do município
BA,Bahia,Ponto Novo,44755-000 a 44769-999,44755000,44769999,Não codificada por logradouros,Total do município
BA,Bahia,Porto Seguro,45810-000 a 45819-999,45810000,45819999,Não codificada por logradouros,Total do município
BA,Bahia,Potiraguá,45790-000 a 45799-999,45790000,45799999,Não codificada por logradouros,Total do município
BA,Bahia,Prado,45980-000 a 45984-999,45980000,45984999,Não codificada por logradouros,Total do município
BA,Bahia,Presidente Dutra,44930-000 a 44939-999,44930000,44939999,Não codificada por logradouros,Total do município
BA,Bahia,Presidente Jânio Quadros,46250-000 a 46254-999,46250000,46254999,Não codificada por logradouros,Total do município
BA,Bahia,Presidente Tancredo Neves,45416-000 a 45419-999,45416000,45419999,Não codificada por logradouros,Total do município
BA,Bahia,Queimadas,48860-000 a 48869-999,48860000,48869999,Não codificada por logradouros,Total do município
BA,Bahia,Quijingue,48830-000 a 48839-999,48830000,48839999,Não codificada por logradouros,Total do município
BA,Bahia,Quixabeira,44713-000 a 44714-999,44713000,44714999,Não codificada por logradouros,Total do município
BA,Bahia,Rafael Jambeiro,44520-000 a 44529-999,44520000,44529999,Não codificada por logradouros,Total do município
BA,Bahia,Remanso,47200-000 a 47219-999,47200000,47219999,Não codificada por logradouros,Total do município
BA,Bahia,Retirolândia,48750-000 a 48759-999,48750000,48759999,Não codificada por logradouros,Total do município
BA,Bahia,Riachão das Neves,47970-000 a 47989-999,47970000,47989999,Não codificada por logradouros,Total do município
BA,Bahia,Riachão do Jacuípe,44640-000 a 44641-999,44640000,44641999,Não codificada por logradouros,Total do município
BA,Bahia,Riacho de Santana,46470-000 a 46479-999,46470000,46479999,Não codificada por logradouros,Total do município
BA,Bahia,Ribeira do Amparo,48440-000 a 48444-999,48440000,48444999,Não codificada por logradouros,Total do município
BA,Bahia,Ribeira do Pombal,48400-000 a 48404-999,48400000,48404999,Não codificada por logradouros,Total do município
BA,Bahia,Ribeirão do Largo,45155-000 a 45156-999,45155000,45156999,Não codificada por logradouros,Total do município
BA,Bahia,Rio de Contas,46170-000 a 46179-999,46170000,46179999,Não codificada por logradouros,Total do município
BA,Bahia,Rio do Antônio,46220-000 a 46249-999,46220000,46249999,Não codificada por logradouros,Total do município
BA,Bahia,Rio do Pires,46550-000 a 46569-999,46550000,46569999,Não codificada por logradouros,Total do município
BA,Bahia,Rio Real,48330-000 a 48349-999,48330000,48349999,Não codificada por logradouros,Total do município
BA,Bahia,Rodelas,48630-000 a 48649-999,48630000,48649999,Não codificada por logradouros,Total do município
BA,Bahia,Ruy Barbosa,46800-000 a 46804-999,46800000,46804999,Não codificada por logradouros,Total do município
BA,Bahia,Salinas da Margarida,44450-000 a 44459-999,44450000,44459999,Não codificada por logradouros,Total do município
BA,Bahia,Salvador,40000-001 a 42599-999,40000001,42599999,Codificado por logradouros,Total do município
BA,Bahia,Salvador,40000-001 a 42599-999,40000001,42599999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Santa Bárbara,44150-000 a 44159-999,44150000,44159999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Brígida,48570-000 a 48579-999,48570000,48579999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Cruz Cabrália,45807-000 a 45809-999,45807000,45809999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Cruz da Vitória,45725-000 a 45729-999,45725000,45729999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Inês,45320-000 a 45324-999,45320000,45324999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Luzia,45865-000 a 45869-999,45865000,45869999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Maria da Vitória,47640-000 a 47649-999,47640000,47649999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Rita de Cássia,47150-000 a 47159-999,47150000,47159999,Não codificada por logradouros,Total do município
BA,Bahia,Santa Teresinha,44590-000 a 44599-999,44590000,44599999,Não codificada por logradouros,Total do município
BA,Bahia,Santaluz,48880-000 a 48889-999,48880000,48889999,Não codificada por logradouros,Total do município
BA,Bahia,Santana,47700-000 a 47729-999,47700000,47729999,Não codificada por logradouros,Total do município
BA,Bahia,Santanópolis,44260-000 a 44269-999,44260000,44269999,Não codificada por logradouros,Total do município
BA,Bahia,Santo Amaro,44200-000 a 44219-999,44200000,44219999,Não codificada por logradouros,Total do município
BA,Bahia,Santo Antônio de Jesus,44570-001 a 44574-999,44570001,44574999,Codificado por logradouros,Total do município
BA,Bahia,Santo Antônio de Jesus,44570-001 a 44574-999,44570001,44574999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Santo Estêvão,44190-000 a 44199-999,44190000,44199999,Não codificada por logradouros,Total do município
BA,Bahia,São Desidério,47820-000 a 47829-999,47820000,47829999,Não codificada por logradouros,Total do município
BA,Bahia,São Domingos,48895-000 a 48899-999,48895000,48899999,Não codificada por logradouros,Total do município
BA,Bahia,São Felipe,44550-000 a 44559-999,44550000,44559999,Não codificada por logradouros,Total do município
BA,Bahia,São Félix,44360-000 a 44379-999,44360000,44379999,Não codificada por logradouros,Total do município
BA,Bahia,São Félix do Coribe,47665-000 a 47679-999,47665000,47679999,Não codificada por logradouros,Total do município
BA,Bahia,São Francisco do Conde,43900-000 a 43999-999,43900000,43999999,Não codificada por logradouros,Total do município
BA,Bahia,São Gabriel,44915-000 a 44919-999,44915000,44919999,Não codificada por logradouros,Total do município
BA,Bahia,São Gonçalo dos Campos,44330-000 a 44339-999,44330000,44339999,Não codificada por logradouros,Total do município
BA,Bahia,São José da Vitória,45620-000 a 45621-999,45620000,45621999,Não codificada por logradouros,Total do município
BA,Bahia,São José do Jacuípe,44698-000 a 44699-999,44698000,44699999,Não codificada por logradouros,Total do município
BA,Bahia,São Miguel das Matas,44580-000 a 44589-999,44580000,44589999,Não codificada por logradouros,Total do município
BA,Bahia,São Sebastião do Passé,43850-000 a 43899-999,43850000,43899999,Não codificada por logradouros,Total do município
BA,Bahia,Sapeaçu,44530-000 a 44539-999,44530000,44539999,Não codificada por logradouros,Total do município
BA,Bahia,Sátiro Dias,48485-000 a 48489-999,48485000,48489999,Não codificada por logradouros,Total do município
BA,Bahia,Saubara,44220-000 a 44229-999,44220000,44229999,Não codificada por logradouros,Total do município
BA,Bahia,Saúde,44740-000 a 44744-999,44740000,44744999,Não codificada por logradouros,Total do município
BA,Bahia,Seabra,46900-000 a 46929-999,46900000,46929999,Não codificada por logradouros,Total do município
BA,Bahia,Sebastião Laranjeiras,46450-000 a 46459-999,46450000,46459999,Não codificada por logradouros,Total do município
BA,Bahia,Senhor do Bonfim,48970-000 a 48989-999,48970000,48989999,Não codificada por logradouros,Total do município
BA,Bahia,Sento Sé,47350-000 a 47399-999,47350000,47399999,Não codificada por logradouros,Total do município
BA,Bahia,Serra do Ramalho,47630-000 a 47639-999,47630000,47639999,Não codificada por logradouros,Total do município
BA,Bahia,Serra Dourada,47740-000 a 47749-999,47740000,47749999,Não codificada por logradouros,Total do município
BA,Bahia,Serra Preta,44660-000 a 44669-999,44660000,44669999,Não codificada por logradouros,Total do município
BA,Bahia,Serrinha,48700-000 a 48704-999,48700000,48704999,Não codificada por logradouros,Total do município
BA,Bahia,Serrolândia,44710-000 a 44712-999,44710000,44712999,Não codificada por logradouros,Total do município
BA,Bahia,Simões Filho,43700-000 a 43799-999,43700000,43799999,Não codificada por logradouros,Total do município
BA,Bahia,Sítio do Mato,47610-000 a 47629-999,47610000,47629999,Não codificada por logradouros,Total do município
BA,Bahia,Sítio do Quinto,48565-000 a 48569-999,48565000,48569999,Não codificada por logradouros,Total do município
BA,Bahia,Sobradinho,48925-000 a 48929-999,48925000,48929999,Não codificada por logradouros,Total do município
BA,Bahia,Souto Soares,46990-000 a 47099-999,46990000,47099999,Não codificada por logradouros,Total do município
BA,Bahia,Tabocas do Brejo Velho,47760-000 a 47799-999,47760000,47799999,Não codificada por logradouros,Total do município
BA,Bahia,Tanhaçu,46600-000 a 46619-999,46600000,46619999,Não codificada por logradouros,Total do município
BA,Bahia,Tanque Novo,46580-000 a 46599-999,46580000,46599999,Não codificada por logradouros,Total do município
BA,Bahia,Tanquinho,44160-000 a 44179-999,44160000,44179999,Não codificada por logradouros,Total do município
BA,Bahia,Taperoá,45430-000 a 45434-999,45430000,45434999,Não codificada por logradouros,Total do município
BA,Bahia,Tapiramutá,44840-000 a 44849-999,44840000,44849999,Não codificada por logradouros,Total do município
BA,Bahia,Teixeira de Freitas,45985-001 a 45999-999,45985001,45999999,Codificado por logradouros,Total do município
BA,Bahia,Teixeira de Freitas,45985-001 a 45996-999,45985001,45996999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Teodoro Sampaio,44280-000 a 44299-999,44280000,44299999,Não codificada por logradouros,Total do município
BA,Bahia,Teofilândia,48770-000 a 48779-999,48770000,48779999,Não codificada por logradouros,Total do município
BA,Bahia,Teolândia,45465-000 a 45469-999,45465000,45469999,Não codificada por logradouros,Total do município
BA,Bahia,Terra Nova,44270-000 a 44279-999,44270000,44279999,Não codificada por logradouros,Total do município
BA,Bahia,Tremedal,45170-000 a 45176-999,45170000,45176999,Não codificada por logradouros,Total do município
BA,Bahia,Tucano,48790-000 a 48799-999,48790000,48799999,Não codificada por logradouros,Total do município
BA,Bahia,Uauá,48950-000 a 48959-999,48950000,48959999,Não codificada por logradouros,Total do município
BA,Bahia,Ubaíra,45310-000 a 45314-999,45310000,45314999,Não codificada por logradouros,Total do município
BA,Bahia,Ubaitaba,45545-000 a 45549-999,45545000,45549999,Não codificada por logradouros,Total do município
BA,Bahia,Ubatã,45550-000 a 45559-999,45550000,45559999,Não codificada por logradouros,Total do município
BA,Bahia,Uibaí,44950-000 a 44959-999,44950000,44959999,Não codificada por logradouros,Total do município
BA,Bahia,Umburanas,44798-000 a 44799-999,44798000,44799999,Não codificada por logradouros,Total do município
BA,Bahia,Una,45690-000 a 45694-999,45690000,45694999,Não codificada por logradouros,Total do município
BA,Bahia,Urandi,46350-000 a 46359-999,46350000,46359999,Não codificada por logradouros,Total do município
BA,Bahia,Uruçuca,45680-000 a 45689-999,45680000,45689999,Não codificada por logradouros,Total do município
BA,Bahia,Utinga,46810-000 a 46819-999,46810000,46819999,Não codificada por logradouros,Total do município
BA,Bahia,Valença,45400-000 a 45415-999,45400000,45415999,Não codificada por logradouros,Total do município
BA,Bahia,Valente,48890-000 a 48894-999,48890000,48894999,Não codificada por logradouros,Total do município
BA,Bahia,Várzea da Roça,44635-000 a 44639-999,44635000,44639999,Não codificada por logradouros,Total do município
BA,Bahia,Várzea do Poço,44715-000 a 44717-999,44715000,44717999,Não codificada por logradouros,Total do município
BA,Bahia,Várzea Nova,44690-000 a 44694-999,44690000,44694999,Não codificada por logradouros,Total do município
BA,Bahia,Varzedo,44565-000 a 44569-999,44565000,44569999,Não codificada por logradouros,Total do município
BA,Bahia,Vera Cruz,44470-000 a 44479-999,44470000,44479999,Não codificada por logradouros,Total do município
BA,Bahia,Vereda,45955-000 a 45959-999,45955000,45959999,Não codificada por logradouros,Total do município
BA,Bahia,Vitória da Conquista,45000-001 a 45119-999,45000001,45119999,Codificado por logradouros,Total do município
BA,Bahia,Vitória da Conquista,45000-001 a 45099-999,45000001,45099999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Wagner,46970-000 a 46979-999,46970000,46979999,Não codificada por logradouros,Total do município
BA,Bahia,Wanderley,47940-000 a 47949-999,47940000,47949999,Não codificada por logradouros,Total do município
BA,Bahia,Wenceslau Guimarães,45460-000 a 45464-999,45460000,45464999,Não codificada por logradouros,Total do município
BA,Bahia,Xique-Xique,47400-000 a 47439-999,47400000,47439999,Não codificada por logradouros,Total do município
CE,Ceará,Abaiara,63240-000 a 63249-999,63240000,63249999,Não codificada por logradouros,Total do município
CE,Ceará,Acarape,62785-000 a 62789-999,62785000,62789999,Não codificada por logradouros,Total do município
CE,Ceará,Acaraú,62580-000 a 62589-999,62580000,62589999,Não codificada por logradouros,Total do município
CE,Ceará,Acopiara,63560-000 a 63569-999,63560000,63569999,Não codificada por logradouros,Total do município
CE,Ceará,Aiuaba,63575-000 a 63579-999,63575000,63579999,Não codificada por logradouros,Total do município
CE,Ceará,Alcântaras,62120-000 a 62129-999,62120000,62129999,Não codificada por logradouros,Total do município
CE,Ceará,Altaneira,63195-000 a 63199-999,63195000,63199999,Não codificada por logradouros,Total do município
CE,Ceará,Alto Santo,62970-000 a 62979-999,62970000,62979999,Não codificada por logradouros,Total do município
CE,Ceará,Amontada,62540-000 a 62549-999,62540000,62549999,Não codificada por logradouros,Total do município
CE,Ceará,Antonina do Norte,63570-000 a 63574-999,63570000,63574999,Não codificada por logradouros,Total do município
CE,Ceará,Apuiarés,62630-000 a 62639-999,62630000,62639999,Não codificada por logradouros,Total do município
CE,Ceará,Aquiraz,61700-000 a 61759-999,61700000,61759999,Não codificada por logradouros,Total do município
CE,Ceará,Aracati,62800-000 a 62809-999,62800000,62809999,Não codificada por logradouros,Total do município
CE,Ceará,Aracoiaba,62750-000 a 62754-999,62750000,62754999,Não codificada por logradouros,Total do município
CE,Ceará,Ararendá,62210-000 a 62214-999,62210000,62214999,Não codificada por logradouros,Total do município
CE,Ceará,Araripe,63170-000 a 63179-999,63170000,63179999,Não codificada por logradouros,Total do município
CE,Ceará,Aratuba,62762-000 a 62763-999,62762000,62763999,Não codificada por logradouros,Total do município
CE,Ceará,Arneiroz,63670-000 a 63679-999,63670000,63679999,Não codificada por logradouros,Total do município
CE,Ceará,Assaré,63140-000 a 63144-999,63140000,63144999,Não codificada por logradouros,Total do município
CE,Ceará,Aurora,63360-000 a 63379-999,63360000,63379999,Não codificada por logradouros,Total do município
CE,Ceará,Baixio,63320-000 a 63339-999,63320000,63339999,Não codificada por logradouros,Total do município
CE,Ceará,Banabuiú,63960-000 a 63969-999,63960000,63969999,Não codificada por logradouros,Total do município
CE,Ceará,Barbalha,63180-000 a 63184-999,63180000,63184999,Não codificada por logradouros,Total do município
CE,Ceará,Barreira,62795-000 a 62799-999,62795000,62799999,Não codificada por logradouros,Total do município
CE,Ceará,Barro,63380-000 a 63399-999,63380000,63399999,Não codificada por logradouros,Total do município
CE,Ceará,Barroquinha,62410-000 a 62419-999,62410000,62419999,Não codificada por logradouros,Total do município
CE,Ceará,Baturité,62760-000 a 62761-999,62760000,62761999,Não codificada por logradouros,Total do município
CE,Ceará,Beberibe,62840-000 a 62849-999,62840000,62849999,Não codificada por logradouros,Total do município
CE,Ceará,Bela Cruz,62570-000 a 62579-999,62570000,62579999,Não codificada por logradouros,Total do município
CE,Ceará,Boa Viagem,63870-000 a 63899-999,63870000,63899999,Não codificada por logradouros,Total do município
CE,Ceará,Brejo Santo,63260-000 a 63269-999,63260000,63269999,Não codificada por logradouros,Total do município
CE,Ceará,Camocim,62400-000 a 62409-999,62400000,62409999,Não codificada por logradouros,Total do município
CE,Ceará,Campos Sales,63150-000 a 63154-999,63150000,63154999,Não codificada por logradouros,Total do município
CE,Ceará,Canindé,62700-000 a 62719-999,62700000,62719999,Não codificada por logradouros,Total do município
CE,Ceará,Capistrano,62748-000 a 62749-999,62748000,62749999,Não codificada por logradouros,Total do município
CE,Ceará,Caridade,62730-000 a 62735-999,62730000,62735999,Não codificada por logradouros,Total do município
CE,Ceará,Cariré,62184-000 a 62189-999,62184000,62189999,Não codificada por logradouros,Total do município
CE,Ceará,Caririaçu,63220-000 a 63229-999,63220000,63229999,Não codificada por logradouros,Total do município
CE,Ceará,Cariús,63530-000 a 63539-999,63530000,63539999,Não codificada por logradouros,Total do município
CE,Ceará,Carnaubal,62375-000 a 62379-999,62375000,62379999,Não codificada por logradouros,Total do município
CE,Ceará,Cascavel,62850-000 a 62859-999,62850000,62859999,Não codificada por logradouros,Total do município
