UF,Estado,Localidade,Faixa de CEP,CEP Inicial,CEP Final,Situação,Tipo de Faixa
CE,Ceará,Catarina,63595-000 a 63599-999,63595000,63599999,Não codificada por logradouros,Total do município
CE,Ceará,Catunda,62297-000 a 62299-999,62297000,62299999,Não codificada por logradouros,Total do município
CE,Ceará,Caucaia,61600-001 a 61699-999,61600001,61699999,Codificado por logradouros,Total do município
CE,Ceará,Caucaia,61600-001 a 61676-999,61600001,61676999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Cedro,63400-000 a 63429-999,63400000,63429999,Não codificada por logradouros,Total do município
CE,Ceará,Chaval,62420-000 a 62429-999,62420000,62429999,Não codificada por logradouros,Total do município
CE,Ceará,Choró,63950-000 a 63959-999,63950000,63959999,Não codificada por logradouros,Total do município
CE,Ceará,Chorozinho,62875-000 a 62879-999,62875000,62879999,Não codificada por logradouros,Total do município
CE,Ceará,Coreaú,62160-000 a 62169-999,62160000,62169999,Não codificada por logradouros,Total do município
CE,Ceará,Crateús,63700-000 a 63739-999,63700000,63739999,Codificado por logradouros,Total do município
CE,Ceará,Crateús,63700-001 a 63709-999,63700001,63709999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Crato,63100-001 a 63139-999,63100001,63139999,Codificado por logradouros,Total do município
CE,Ceará,Crato,63100-001 a 63135-999,63100001,63135999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Croatá,62390-000 a 62399-999,62390000,62399999,Não codificada por logradouros,Total do município
CE,Ceará,Cruz,62595-000 a 62597-999,62595000,62597999,Não codificada por logradouros,Total do município
CE,Ceará,Deputado Irapuan Pinheiro,63645-000 a 63649-999,63645000,63649999,Não codificada por logradouros,Total do município
CE,Ceará,Ererê,63470-000 a 63474-999,63470000,63474999,Não codificada por logradouros,Total do município
CE,Ceará,Eusébio,61760-000 a 61799-999,61760000,61799999,Não codificada por logradouros,Total do município
CE,Ceará,Farias Brito,63185-000 a 63189-999,63185000,63189999,Não codificada por logradouros,Total do município
CE,Ceará,Forquilha,62115-000 a 62119-999,62115000,62119999,Não codificada por logradouros,Total do município
CE,Ceará,Fortaleza,60000-001 a 61599-999,60000001,61599999,Codificado por logradouros,Total do município
CE,Ceará,Fortaleza,60000-001 a 61599-999,60000001,61599999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Fortim,62815-000 a 62819-999,62815000,62819999,Não codificada por logradouros,Total do município
CE,Ceará,Frecheirinha,62340-000 a 62349-999,62340000,62349999,Não codificada por logradouros,Total do município
CE,Ceará,General Sampaio,62738-000 a 62739-999,62738000,62739999,Não codificada por logradouros,Total do município
CE,Ceará,Graça,62365-000 a 62369-999,62365000,62369999,Não codificada por logradouros,Total do município
CE,Ceará,Granja,62430-000 a 62449-999,62430000,62449999,Não codificada por logradouros,Total do município
CE,Ceará,Granjeiro,63230-000 a 63239-999,63230000,63239999,Não codificada por logradouros,Total do município
CE,Ceará,Groairas,62190-000 a 62199-999,62190000,62199999,Não codificada por logradouros,Total do município
CE,Ceará,Guaiúba,61890-000 a 61899-999,61890000,61899999,Não codificada por logradouros,Total do município
CE,Ceará,Guaraciaba do Norte,62380-000 a 62389-999,62380000,62389999,Não codificada por logradouros,Total do município
CE,Ceará,Guaramiranga,62766-000 a 62769-999,62766000,62769999,Não codificada por logradouros,Total do município
CE,Ceará,Hidrolândia,62270-000 a 62279-999,62270000,62279999,Não codificada por logradouros,Total do município
CE,Ceará,Horizonte,62880-001 a 62899-999,62880001,62899999,Codificado por logradouros,Total do município
CE,Ceará,Horizonte,62880-001 a 62896-999,62880001,62896999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Ibaretama,63970-000 a 63999-999,63970000,63999999,Não codificada por logradouros,Total do município
CE,Ceará,Ibiapina,62360-000 a 62364-999,62360000,62364999,Não codificada por logradouros,Total do município
CE,Ceará,Ibicuitinga,62955-000 a 62959-999,62955000,62959999,Não codificada por logradouros,Total do município
CE,Ceará,Icapuí,62810-000 a 62814-999,62810000,62814999,Não codificada por logradouros,Total do município
CE,Ceará,Icó,63430-000 a 63459-999,63430000,63459999,Não codificada por logradouros,Total do município
CE,Ceará,Iguatu,63500-001 a 63514-999,63500001,63514999,Codificado por logradouros,Total do município
CE,Ceará,Iguatu,63500-001 a 63514-999,63500001,63514999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Independência,63640-000 a 63644-999,63640000,63644999,Não codificada por logradouros,Total do município
CE,Ceará,Ipaporanga,62215-000 a 62219-999,62215000,62219999,Não codificada por logradouros,Total do município
CE,Ceará,Ipaumirim,63340-000 a 63359-999,63340000,63359999,Não codificada por logradouros,Total do município
CE,Ceará,Ipu,62250-000 a 62254-999,62250000,62254999,Não codificada por logradouros,Total do município
CE,Ceará,Ipueiras,62230-000 a 62249-999,62230000,62249999,Não codificada por logradouros,Total do município
CE,Ceará,Iracema,62980-000 a 62989-999,62980000,62989999,Não codificada por logradouros,Total do município
CE,Ceará,Irauçuba,62620-000 a 62629-999,62620000,62629999,Não codificada por logradouros,Total do município
CE,Ceará,Itaiçaba,62820-000 a 62822-999,62820000,62822999,Não codificada por logradouros,Total do município
CE,Ceará,Itaitinga,61880-000 a 61889-999,61880000,61889999,Não codificada por logradouros,Total do município
CE,Ceará,Itapajé,62600-000 a 62609-999,62600000,62609999,Não codificada por logradouros,Total do município
CE,Ceará,Itapipoca,62500-001 a 62529-999,62500001,62529999,Codificado por logradouros,Total do município
CE,Ceará,Itapipoca,62500-001 a 62509-999,62500001,62509999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Itapiúna,62740-000 a 62747-999,62740000,62747999,Não codificada por logradouros,Total do município
CE,Ceará,Itarema,62590-000 a 62594-999,62590000,62594999,Não codificada por logradouros,Total do município
CE,Ceará,Itatira,62720-000 a 62729-999,62720000,62729999,Não codificada por logradouros,Total do município
CE,Ceará,Jaguaretama,63480-000 a 63489-999,63480000,63489999,Não codificada por logradouros,Total do município
CE,Ceará,Jaguaribara,63490-000 a 63499-999,63490000,63499999,Não codificada por logradouros,Total do município
CE,Ceará,Jaguaribe,63475-000 a 63479-999,63475000,63479999,Não codificada por logradouros,Total do município
CE,Ceará,Jaguaruana,62823-000 a 62839-999,62823000,62839999,Não codificada por logradouros,Total do município
CE,Ceará,Jardim,63290-000 a 63299-999,63290000,63299999,Não codificada por logradouros,Total do município
CE,Ceará,Jati,63275-000 a 63279-999,63275000,63279999,Não codificada por logradouros,Total do município
CE,Ceará,Jijoca de Jericoacoara,62598-000 a 62599-999,62598000,62599999,Não codificada por logradouros,Total do município
CE,Ceará,Juazeiro do Norte,63000-001 a 63099-999,63000001,63099999,Codificado por logradouros,Total do município
CE,Ceará,Juazeiro do Norte,63000-001 a 63079-999,63000001,63079999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Jucás,63580-000 a 63589-999,63580000,63589999,Não codificada por logradouros,Total do município
CE,Ceará,Lavras da Mangabeira,63300-000 a 63309-999,63300000,63309999,Não codificada por logradouros,Total do município
CE,Ceará,Limoeiro do Norte,62930-000 a 62939-999,62930000,62939999,Não codificada por logradouros,Total do município
CE,Ceará,Madalena,63860-000 a 63869-999,63860000,63869999,Não codificada por logradouros,Total do município
CE,Ceará,Maracanaú,61900-001 a 61939-999,61900001,61939999,Codificado por logradouros,Total do município
CE,Ceará,Maracanaú,61900-001 a 61939-999,61900001,61939999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Maranguape,61940-001 a 61999-999,61940001,61999999,Codificado por logradouros,Total do município
CE,Ceará,Maranguape,61940-001 a 61949-999,61940001,61949999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Marco,62560-000 a 62569-999,62560000,62569999,Não codificada por logradouros,Total do município
CE,Ceará,Martinópole,62450-000 a 62459-999,62450000,62459999,Não codificada por logradouros,Total do município
CE,Ceará,Massapê,62140-000 a 62149-999,62140000,62149999,Não codificada por logradouros,Total do município
CE,Ceará,Mauriti,63210-000 a 63219-999,63210000,63219999,Não codificada por logradouros,Total do município
CE,Ceará,Meruoca,62130-000 a 62139-999,62130000,62139999,Não codificada por logradouros,Total do município
CE,Ceará,Milagres,63250-000 a 63259-999,63250000,63259999,Não codificada por logradouros,Total do município
CE,Ceará,Milhã,63635-000 a 63639-999,63635000,63639999,Não codificada por logradouros,Total do município
CE,Ceará,Miraíma,62530-000 a 62539-999,62530000,62539999,Não codificada por logradouros,Total do município
CE,Ceará,Missão Velha,63200-000 a 63209-999,63200000,63209999,Não codificada por logradouros,Total do município
CE,Ceará,Mombaça,63610-000 a 63619-999,63610000,63619999,Não codificada por logradouros,Total do município
CE,Ceará,Monsenhor Tabosa,63780-000 a 63799-999,63780000,63799999,Não codificada por logradouros,Total do município
CE,Ceará,Morada Nova,62940-000 a 62954-999,62940000,62954999,Não codificada por logradouros,Total do município
CE,Ceará,Moraújo,62480-000 a 62499-999,62480000,62499999,Não codificada por logradouros,Total do município
CE,Ceará,Morrinhos,62550-000 a 62559-999,62550000,62559999,Não codificada por logradouros,Total do município
CE,Ceará,Mucambo,62170-000 a 62179-999,62170000,62179999,Não codificada por logradouros,Total do município
CE,Ceará,Mulungu,62764-000 a 62765-999,62764000,62765999,Não codificada por logradouros,Total do município
CE,Ceará,Nova Olinda,63165-000 a 63169-999,63165000,63169999,Não codificada por logradouros,Total do município
CE,Ceará,Nova Russas,62200-000 a 62209-999,62200000,62209999,Não codificada por logradouros,Total do município
CE,Ceará,Novo Oriente,63740-000 a 63749-999,63740000,63749999,Não codificada por logradouros,Total do município
CE,Ceará,Ocara,62755-000 a 62759-999,62755000,62759999,Não codificada por logradouros,Total do município
CE,Ceará,Orós,63520-000 a 63529-999,63520000,63529999,Não codificada por logradouros,Total do município
CE,Ceará,Pacajus,62870-000 a 62874-999,62870000,62874999,Não codificada por logradouros,Total do município
CE,Ceará,Pacatuba,61800-001 a 61879-999,61800001,61879999,Codificado por logradouros,Total do município
CE,Ceará,Pacatuba,61800-001 a 61814-999,61800001,61814999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Pacoti,62770-000 a 62779-999,62770000,62779999,Não codificada por logradouros,Total do município
CE,Ceará,Pacujá,62180-000 a 62183-999,62180000,62183999,Não codificada por logradouros,Total do município
CE,Ceará,Palhano,62910-000 a 62919-999,62910000,62919999,Não codificada por logradouros,Total do município
CE,Ceará,Palmácia,62780-000 a 62784-999,62780000,62784999,Não codificada por logradouros,Total do município
CE,Ceará,Paracuru,62680-000 a 62684-999,62680000,62684999,Não codificada por logradouros,Total do município
CE,Ceará,Paraipaba,62685-000 a 62689-999,62685000,62689999,Não codificada por logradouros,Total do município
CE,Ceará,Parambu,63680-000 a 63699-999,63680000,63699999,Não codificada por logradouros,Total do município
CE,Ceará,Paramoti,62736-000 a 62737-999,62736000,62737999,Não codificada por logradouros,Total do município
CE,Ceará,Pedra Branca,63630-000 a 63634-999,63630000,63634999,Não codificada por logradouros,Total do município
CE,Ceará,Penaforte,63280-000 a 63289-999,63280000,63289999,Não codificada por logradouros,Total do município
CE,Ceará,Pentecoste,62640-000 a 62649-999,62640000,62649999,Não codificada por logradouros,Total do município
CE,Ceará,Pereiro,63460-000 a 63469-999,63460000,63469999,Não codificada por logradouros,Total do município
CE,Ceará,Pindoretama,62860-000 a 62869-999,62860000,62869999,Não codificada por logradouros,Total do município
CE,Ceará,Piquet Carneiro,63605-000 a 63609-999,63605000,63609999,Não codificada por logradouros,Total do município
CE,Ceará,Pires Ferreira,62255-000 a 62259-999,62255000,62259999,Não codificada por logradouros,Total do município
CE,Ceará,Poranga,62220-000 a 62229-999,62220000,62229999,Não codificada por logradouros,Total do município
CE,Ceará,Porteiras,63270-000 a 63274-999,63270000,63274999,Não codificada por logradouros,Total do município
CE,Ceará,Potengi,63160-000 a 63164-999,63160000,63164999,Não codificada por logradouros,Total do município
CE,Ceará,Potiretama,62990-000 a 62999-999,62990000,62999999,Não codificada por logradouros,Total do município
CE,Ceará,Quiterianópolis,63650-000 a 63659-999,63650000,63659999,Não codificada por logradouros,Total do município
CE,Ceará,Quixadá,63900-001 a 63949-999,63900001,63949999,Codificado por logradouros,Total do município
CE,Ceará,Quixadá,63900-001 a 63909-999,63900001,63909999,Codificada por logradouros,Exclusiva da sede urbana
CE,Ceará,Quixelô,63515-000 a 63519-999,63515000,63519999,Não codificada por logradouros,Total do município
CE,Ceará,Quixeramobim,63800-000 a 63859-999,63800000,63859999,Não codificada por logradouros,Total do município
CE,Ceará,Quixeré,62920-000 a 62929-999,62920000,62929999,Não codificada por logradouros,Total do município
CE,Ceará,Redenção,62790-000 a 62794-999,62790000,62794999,Não codificada por logradouros,Total do município
CE,Ceará,Reriutaba,62260-000 a 62264-999,62260000,62264999,Não codificada por logradouros,Total do município
CE,Ceará,Russas,62900-000 a 62909-999,62900000,62909999,Não codificada por logradouros,Total do município
CE,Ceará,Saboeiro,63590-000 a 63594-999,63590000,63594999,Não codificada por logradouros,Total do município
CE,Ceará,Salitre,63155-000 a 63159-999,63155000,63159999,Não codificada por logradouros,Total do município
CE,Ceará,Santa Quitéria,62280-000 a 62296-999,62280000,62296999,Não codificada por logradouros,Total do município
CE,Ceará,Santana do Acaraú,62150-000 a 62159-999,62150000,62159999,Não codificada por logradouros,Total do município
